date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2000-01-03,81.24235411369706,81.24235411369706,76.64970641526195,80.02820587158203,36345200,0.0,0.0,0.0
2000-01-04,77.70548237484508,78.97241958747841,74.27419409062978,74.53813934326172,33786600,0.0,0.0,0.0
2000-01-05,73.90468619590582,75.69951428923497,71.15965499434361,72.63774871826172,42496600,0.0,0.0,0.0
2000-01-06,73.37677377022852,74.32697659603005,67.35882254015223,67.64916229248047,37134800,0.0,0.0,0.0
2000-01-07,70.05105837715998,76.01622009277344,69.68153508504233,76.01622009277344,28138200,0.0,0.0,0.0
2000-01-10,76.86084767934439,79.34193273492762,75.96343393583555,78.1277847290039,29675600,0.0,0.0,0.0
2000-01-11,77.4943553317677,78.44455859877846,73.48238598216663,74.32701110839844,32546600,0.0,0.0,0.0
2000-01-12,75.17160656942175,75.37616413645581,72.6377321906772,72.69052124023438,29050000,0.0,0.0,0.0
2000-01-13,74.74931782761665,77.28319300821383,73.54836657014611,77.07203674316406,25165200,0.0,0.0,0.0
2000-01-14,78.55012506079004,79.07801568619857,77.70550006013639,78.86685943603516,21898600,0.0,0.0,0.0
2000-01-18,77.75826410225005,79.76424783333323,77.23037364670185,79.28914642333984,16752400,0.0,0.0,0.0
2000-01-19,78.9657716397196,81.08393096923828,78.06835834123194,81.08393096923828,19006000,0.0,0.0,0.0
2000-01-20,80.66165279511321,81.82301167043552,79.40131447018956,80.29212951660156,25958000,0.0,0.0,0.0
2000-01-21,81.50629934335683,81.55908839733569,80.2921511018431,81.2951431274414,18698200,0.0,0.0,0.0
2000-01-24,82.2981217606819,82.45648889684742,76.83445556297146,77.38874053955078,28340400,0.0,0.0,0.0
2000-01-25,77.59987677297285,79.49368328945611,75.51471001614807,78.55007934570312,33276200,0.0,0.0,0.0
2000-01-26,78.76127404391933,78.81406310158951,75.1716181223466,75.38277435302734,23095600,0.0,0.0,0.0
2000-01-27,77.49431722257943,78.12778575573402,74.01024029022912,76.49132537841797,30739200,0.0,0.0,0.0
2000-01-28,76.01624865864599,76.41216662040976,71.58196748689164,72.63774871826172,35313800,0.0,0.0,0.0
2000-01-31,72.53213476519967,76.01621110763284,70.52615141652602,75.75226593017578,36014600,0.0,0.0,0.0
2000-02-01,75.62033167522885,78.12781213217362,74.69652308582815,77.78468322753906,26417600,0.0,0.0,0.0
2000-02-02,77.91664376136913,80.00181139590441,77.78467112627196,78.44453430175781,26169200,0.0,0.0,0.0
2000-02-03,79.65869238957222,81.61188763040336,77.94304792127461,81.50630950927734,30579800,0.0,0.0,0.0
2000-02-04,81.92860476891686,82.97778712702396,81.26874165061051,82.06057739257812,26640000,0.0,0.0,0.0
2000-02-07,82.13976039983294,83.30111948003623,81.29513561423055,83.19554138183594,17761000,0.0,0.0,0.0
2000-02-08,83.93463260218519,86.89082092024958,83.93463260218519,86.6796646118164,21999400,0.0,0.0,0.0
2000-02-09,86.20451458536013,86.31669131132087,83.40669506728047,83.61785125732422,27258200,0.0,0.0,0.0
2000-02-10,84.30411904948265,86.3628921508789,83.2417393401083,86.3628921508789,26341600,0.0,0.0,0.0
2000-02-11,86.20453544492567,86.20453544492567,82.77324652641975,84.35691833496094,24876000,0.0,0.0,0.0
2000-02-14,84.45586979658084,84.46246842692669,82.56206288732085,84.25131225585938,22814600,0.0,0.0,0.0
2000-02-15,83.56504416458344,84.99034813959528,80.9783813951175,84.8583755493164,30572800,0.0,0.0,0.0
2000-02-16,84.38330268621445,85.88779072284699,83.8818066740036,84.46248626708984,25310600,0.0,0.0,0.0
2000-02-17,85.46548075775183,87.20751958727982,84.14575437174578,86.25731658935547,30080200,0.0,0.0,0.0
2000-02-18,86.67961199079241,86.99634626116071,83.14274597167969,83.14274597167969,25271200,0.0,0.0,0.0
2000-02-22,83.61785633714894,84.40969209791739,81.29513810556146,83.40670013427734,37226200,0.0,0.0,0.0
2000-02-23,84.19191065109034,88.6855771730272,83.74980249107598,88.05210876464844,32170800,0.0,0.0,0.0
2000-02-24,88.58004483146847,90.20990709855523,86.151748012489,89.95256042480469,48868200,0.0,0.0,0.0
2000-02-25,89.6886193673532,90.79718970679664,87.73542400738141,87.89379119873047,32617600,0.0,0.0,0.0
2000-02-28,87.2075043458205,89.2662771481734,84.88478631239671,87.84097290039062,38216200,0.0,0.0,0.0
2000-02-29,89.3190714994694,90.45403606048512,88.63281385792502,90.1636962890625,23978600,0.0,0.0,0.0
2000-03-01,90.58600619113403,91.69457619696959,89.95253761637086,90.90274047851562,24468400,0.0,0.0,0.0
2000-03-02,91.27225399307893,91.3778320775128,88.47443475558143,88.79776763916016,32739200,0.0,0.0,0.0
2000-03-03,91.21948860438943,93.85894139965532,90.37486370990433,93.80615234375,32017200,0.0,0.0,0.0
2000-03-06,94.38681413660098,95.62735671613684,93.11987703409626,94.54518127441406,23268400,0.0,0.0,0.0
2000-03-07,96.12889579202042,96.18168486164811,91.85298115217766,93.11991882324219,39471000,0.0,0.0,0.0
2000-03-08,93.75334424651071,94.59796896945224,89.76777133513032,93.9645004272461,43512600,0.0,0.0,0.0
2000-03-09,93.93814321186233,97.55419424305792,92.14331496280172,97.13188171386719,30101400,0.0,0.0,0.0
2000-03-10,97.02628328081822,98.34600965841368,95.87152270042219,96.70954895019531,29750600,0.0,0.0,0.0
2000-03-13,92.90870700716438,96.39278351993303,92.51278922162248,94.17564392089844,37544200,0.0,0.0,0.0
2000-03-14,95.23143971701856,95.75933018108186,88.6855979626337,90.69158172607422,39106800,0.0,0.0,0.0
2000-03-15,89.95254253327195,90.37485493953145,86.04615277537164,86.89077758789062,51202600,0.0,0.0,0.0
2000-03-16,89.00231265364022,92.27523281053564,85.3070802184357,91.85292053222656,55282200,0.0,0.0,0.0
2000-03-17,91.21949357550761,93.80615745583162,91.16670451672549,93.59500122070312,31422400,0.0,0.0,0.0
2000-03-20,93.75335562291424,94.17566803563007,89.74138770211385,90.95553588867188,21167200,0.0,2.0,0.0
2000-03-21,89.63580360668618,94.54518507631033,87.47145263620672,94.3868179321289,33435100,0.0,0.0,0.0
2000-03-22,95.86490383482817,97.9500710713236,93.85892016427559,96.28721618652344,24370200,0.0,0.0,0.0
2000-03-23,96.6963365612359,99.45456425897007,95.91769812024873,97.97647094726562,19227400,0.0,0.0,0.0
2000-03-24,99.23021730040692,101.7772889773558,97.14504981357832,99.29620361328125,22063000,0.0,0.0,0.0
2000-03-27,99.66572314867801,100.93266030734765,98.92667647278739,99.4545669555664,11752600,0.0,0.0,0.0
2000-03-28,98.80791647190102,99.50737147029967,95.54819223408086,96.92070770263672,18336300,0.0,0.0,0.0
2000-03-29,97.44859593131325,97.50138498653065,92.90873718261719,92.90873718261719,27189500,0.0,0.0,0.0
2000-03-30,90.58601379394531,95.23145039876303,87.41867065429688,90.58601379394531,42328700,0.0,0.0,0.0
2000-03-31,91.33825025493152,93.43661491185019,87.84097582673374,92.48641204833984,31349900,0.0,0.0,0.0
2000-04-03,91.02150350754812,92.16966514378949,85.09593368372775,86.94355010986328,31551300,0.0,0.0,0.0
2000-04-04,87.52422678448684,87.78817197985623,74.59091221138716,86.09892272949219,66213000,0.0,0.0,0.0
2000-04-05,82.35094391897823,87.78821778029538,81.29516258668365,84.56808471679688,37631500,0.0,0.0,0.0
2000-04-06,86.46845755228182,87.73539465927496,84.25131761504383,86.57403564453125,30499900,0.0,0.0,0.0
2000-04-07,87.94657359508948,90.69160470369972,86.67963616034629,90.05813598632812,20645500,0.0,0.0,0.0
2000-04-10,90.90277271056443,90.95556177717917,83.82903778419066,84.56808471679688,26988200,0.0,0.0,0.0
2000-04-11,82.03421258560532,85.72944738675871,80.29217332220443,82.56210327148438,34497100,0.0,0.0,0.0
2000-04-12,82.45649703689243,83.40669994768889,76.22738906611566,77.70548248291016,34824400,0.0,0.0,0.0
2000-04-13,78.39176952838898,81.08401211825284,74.32701110839844,74.32701110839844,46330500,0.0,0.0,0.0
2000-04-14,72.69049782404447,74.74927009357079,65.88071262484205,67.8866958618164,60851300,0.0,0.0,0.0
2000-04-17,65.89391464435572,76.01621236761245,65.88071738526412,75.69947814941406,55398500,0.0,0.0,0.0
2000-04-18,75.58072319626808,78.55010729250701,73.79909273852472,77.70548248291016,36260900,0.0,0.0,0.0
2000-04-19,78.1277908506975,79.07799371239516,75.22439321773238,75.32997131347656,28082500,0.0,0.0,0.0
2000-04-20,76.33295649443792,76.83445240501688,72.69051251233819,73.6935043334961,21255600,0.0,0.0,0.0
