date,open,high,low,close,volume,dividends,stock_splits,capital_gains
2015-01-02,95.53946548730298,95.94460107222321,94.32404468265293,94.78443145751953,31314600,0.0,0.0,0.0
2015-01-05,94.37007590880198,94.48057125996067,93.12703306428055,93.39405822753906,36521300,0.0,0.0,0.0
2015-01-06,93.53218530836726,93.68871513661358,91.72746986961363,92.14181518554688,66205500,0.0,0.0,0.0
2015-01-07,92.74952789245427,93.55059642912404,92.52853717031874,93.3296127319336,37577400,0.0,0.0,0.0
2015-01-08,94.12146869153192,95.30005765251883,94.02018304410858,95.11590576171875,40212600,0.0,0.0,0.0
2015-01-09,95.41055008708673,95.43817216736844,93.93730690591767,94.48977661132812,41410100,0.0,0.0,0.0
2015-01-12,94.67395721467358,94.7752428897263,93.26517449341719,93.50457763671875,34129800,0.0,0.0,0.0
2015-01-13,94.41612167601326,95.4105588067012,92.7218946728103,93.4769287109375,56162300,0.0,0.0,0.0
2015-01-14,92.53773350001727,93.44009458930128,92.14180062792491,92.96128845214844,51354200,0.0,0.0,0.0
2015-01-15,93.39404912596562,93.5413692215426,91.64457820697274,91.75507354736328,51005400,0.0,0.0,0.0
2015-01-16,91.6353512721544,92.95205730816892,91.48803120428342,92.83235931396484,35362200,0.0,0.0,0.0
2015-01-20,93.3940891168185,93.80843452705196,92.34440752094345,93.56903839111328,30964100,0.0,0.0,0.0
2015-01-21,93.29277178863572,94.48978016208095,92.96129276291072,94.04780578613281,40128800,0.0,0.0,0.0
2015-01-22,94.41611254472305,95.88934869310626,93.58741501596248,95.7880630493164,40887200,0.0,0.0,0.0
2015-01-23,95.7788719370415,96.29450995776224,95.50264405713851,95.99986267089844,34783000,0.0,0.0,0.0
2015-01-26,95.88933563232422,96.06428481593998,95.40132688323091,95.88933563232422,19960900,0.0,0.0,0.0
2015-01-27,94.37926915907589,94.43451331255302,93.09018505337791,93.40325164794922,45253200,0.0,0.0,0.0
2015-01-28,94.9041258252153,95.00541147377032,92.90604898543809,92.9244613647461,43591700,0.0,0.0,0.0
2015-01-29,92.85081935815559,93.99258383881964,92.04054100650829,93.81763458251953,46539700,0.0,0.0,0.0
2015-01-30,93.734740334276,94.45294250369314,92.96128698071172,93.09019470214844,42927600,0.0,0.0,0.0
2015-02-02,93.30202349791544,93.98339423536935,91.84719901055779,93.90052795410156,43624700,0.0,0.0,0.0
