date,equity,returns
2000-07-19,500000.0,0.0
2000-07-20,500000.0,0.0
2000-07-21,500000.0,0.0
2000-07-24,500000.0,0.0
2000-07-25,500000.0,0.0
2000-07-26,500000.0,0.0
2000-07-27,500000.0,0.0
2000-07-28,500000.0,0.0
2000-07-31,500000.0,0.0
2000-08-01,500000.0,0.0
2000-08-02,500000.0,0.0
2000-08-03,500000.0,0.0
2000-08-04,500000.0,0.0
2000-08-07,500000.0,0.0
2000-08-08,500000.0,0.0
2000-08-09,500000.0,0.0
2000-08-10,500000.0,0.0
2000-08-11,500000.0,0.0
2000-08-14,500000.0,0.0
2000-08-15,500000.0,0.0
2000-08-16,500000.0,0.0
2000-08-17,500000.0,0.0
2000-08-18,500000.0,0.0
2000-08-21,500000.0,0.0
2000-08-22,500000.0,0.0
2000-08-23,500000.0,0.0
2000-08-24,500000.0,0.0
2000-08-25,500000.0,0.0
2000-08-28,500000.0,0.0
2000-08-29,500000.0,0.0
2000-08-30,500000.0,0.0
2000-08-31,500000.0,0.0
2000-09-01,500000.0,0.0
2000-09-05,500000.0,0.0
2000-09-06,500000.0,0.0
2000-09-07,500000.0,0.0
2000-09-08,500000.0,0.0
2000-09-11,500000.0,0.0
2000-09-12,500000.0,0.0
2000-09-13,500000.0,0.0
2000-09-14,500000.0,0.0
2000-09-15,500000.0,0.0
2000-09-18,500000.0,0.0
2000-09-19,500000.0,0.0
2000-09-20,500000.0,0.0
2000-09-21,500000.0,0.0
2000-09-22,500000.0,0.0
2000-09-25,500000.0,0.0
2000-09-26,500000.0,0.0
2000-09-27,500000.0,0.0
2000-09-28,500000.0,0.0
2000-09-29,500000.0,0.0
2000-10-02,500000.0,0.0
2000-10-03,500000.0,0.0
2000-10-04,500000.0,0.0
2000-10-05,500000.0,0.0
2000-10-06,500000.0,0.0
2000-10-09,500000.0,0.0
2000-10-10,500000.0,0.0
2000-10-11,500000.0,0.0
2000-10-12,500000.0,0.0
2000-10-13,500000.0,0.0
2000-10-16,500000.0,0.0
2000-10-17,502654.9989518132,0.005309997903626425
2000-10-18,503012.5616895676,0.0007113482179627018
2000-10-19,509899.0315118536,0.013690452976273788
2000-10-20,510726.7274161997,0.0016232545135296582
2000-10-23,510643.94573309465,-0.00016208606023783494
2000-10-24,509723.9666220285,-0.0018016058327009507
2000-10-25,514070.5847785679,0.00852739608330499
2000-10-26,509493.8670282647,-0.00890289755107186
2000-10-27,509835.1394644573,0.0006698263870832867
2000-10-30,516383.33035873336,0.012843741804761624
2000-10-31,514998.3353925009,-0.002682106266424738
2000-11-01,516493.0356935315,0.0029023400626944492
2000-11-02,516366.00160225714,-0.00024595509037947003
2000-11-03,517516.3890968717,0.0022278529009364936
2000-11-06,516874.11905886035,-0.0012410622185940524
2000-11-07,516426.79823688406,-0.0008654347460669599
2000-11-08,529263.706233616,0.024857168606582773
2000-11-09,529287.9067882311,4.572494643058675e-05
2000-11-10,542214.4656581979,0.024422547169850022
2000-11-13,541902.3171690413,-0.0005756919243710853
2000-11-14,532446.4035266717,-0.01744947999441739
2000-11-15,529656.3451109559,-0.0052400737374424244
2000-11-16,537017.4057229242,0.013897805020019633
2000-11-17,537091.0462274639,0.00013712871082945067
2000-11-20,541989.1610724072,0.009119710483627884
2000-11-21,542163.4850651197,0.0003216374149763154
2000-11-22,552934.3284714526,0.019866412443913
2000-11-24,546822.2074385087,-0.011053972810551321
2000-11-27,548954.6121138899,0.003899630714286466
2000-11-28,563433.0163213061,0.02637450143949696
2000-11-29,572876.079659081,0.01675986863430423
2000-11-30,572742.269701099,-0.00023357574654119122
2000-12-01,571111.6665436507,-0.0028470103285711096
2000-12-04,569506.103147313,-0.0028112950415711746
2000-12-05,573122.0514525966,0.006349270508780222
2000-12-06,572964.9922278281,-0.00027404149669406255
2000-12-07,575195.1633145977,0.0038923339419011777
2000-12-08,574886.209313387,-0.0005371289971046874
2000-12-11,590586.8898974916,0.027310936198759288
2000-12-12,588010.922627617,-0.004361707504752793
2000-12-13,587693.0793595462,-0.000540539734620149
2000-12-14,592202.3375229179,0.007672811407419992
2000-12-15,595334.5837895864,0.005289148772647745
2000-12-18,594944.6905987813,-0.000654914398426558
2000-12-19,612865.3387299165,0.030121536361806766
2000-12-20,627385.5246848786,0.023692294273083555
2000-12-21,626692.3517695375,-0.0011048595928146152
2000-12-22,617836.5392406783,-0.014131036550635762
2000-12-26,616677.885063405,-0.001875340974001437
2000-12-27,614551.4981731036,-0.0034481322288423782
2000-12-28,614935.4632774589,0.0006247891437848495
2000-12-29,624422.643663275,0.015427928542698977
2001-01-02,647537.1887166683,0.037017467716718405
2001-01-03,654896.4887856144,0.011365061647704417
2001-01-04,653699.458348904,-0.0018278162384562984
2001-01-05,661719.3277780557,0.012268435175712003
2001-01-08,660457.6826939582,-0.001906616644150127
2001-01-09,660454.8910953135,-4.226763830430507e-06
2001-01-10,659697.743751778,-0.0011464028107653773
2001-01-11,661802.153282171,0.003189960175435616
2001-01-12,662748.6496063838,0.0014301801822775653
2001-01-16,661761.3636100859,-0.0014896839048773839
2001-01-17,664264.6467032315,0.0037827580012974524
2001-01-18,678916.199348801,0.02205680028025827
2001-01-19,678102.4615389495,-0.001198583581643807
2001-01-22,678295.017523734,0.0002839629638675024
2001-01-23,682577.6915477519,0.0063138810007078265
2001-01-24,680623.6508667697,-0.0028627373926495294
2001-01-25,676212.4990035035,-0.006481044050774102
2001-01-26,677992.3822387428,0.002632135960015774
2001-01-29,680445.5754266684,0.0036183196923616195
2001-01-30,680027.567501101,-0.0006143150027911364
2001-01-31,683116.249250541,0.0045419949088094215
2001-02-01,681190.5491512584,-0.0028189932553869933
2001-02-02,688911.8542024317,0.011335014939349665
2001-02-05,689018.6533754057,0.00015502588948427778
2001-02-06,688791.7101977426,-0.00032937160198988276
2001-02-07,691032.8102631943,0.0032536687539522612
2001-02-08,696121.6898398354,0.007364164915270694
2001-02-09,707218.7290518079,0.015941234663332825
2001-02-12,705279.580275547,-0.0027419364004411606
2001-02-13,713839.8994256943,0.012137483332216847
2001-02-14,708008.0479887896,-0.008169691049206618
2001-02-15,705447.4366285548,-0.0036166416010505104
2001-02-16,714329.6864967421,0.012590944990369436
2001-02-20,726451.1186546992,0.016968960393349716
2001-02-21,734795.2560018512,0.011486164908940064
2001-02-22,736493.8140941663,0.002311607319782224
2001-02-23,736013.8944689619,-0.0006516275032053019
2001-02-26,733511.7332087451,-0.003399611446224248
2001-02-27,744846.3868485838,0.015452586682226944
2001-02-28,754139.3807222189,0.012476389813681456
2001-03-01,750676.9756995409,-0.00459120039502795
2001-03-02,758283.1238186968,0.010132384987654557
2001-03-05,756126.8919567342,-0.002843570948940245
2001-03-06,752877.8190014511,-0.0042969943138446605
2001-03-07,752839.4738198232,-5.093148006239327e-05
2001-03-08,754501.3897540008,0.0022075302796561035
2001-03-09,776827.9899628621,0.02959119825629578
2001-03-12,796604.2454688846,0.025457702041565226
2001-03-13,790697.8304464266,-0.007414491017407809
2001-03-14,793466.314842342,0.003501317809803969
2001-03-15,799800.7404184601,0.007983231874659555
2001-03-16,807043.5990450886,0.009055828859121732
2001-03-19,801375.9190492573,-0.0070227680419465855
2001-03-20,824129.2324075854,0.02839280893955786
2001-03-21,824076.9441446996,-6.344667902761994e-05
2001-03-22,817331.3360306513,-0.008185653247524662
2001-03-23,817327.9698814853,-4.118463366943449e-06
2001-03-26,820655.3969824851,0.004071103918641412
2001-03-27,818538.8661490473,-0.0025790738003066286
2001-03-28,833370.1382108859,0.018119203223195525
2001-03-29,838897.9420091242,0.00663307160262019
2001-03-30,838048.524761096,-0.0010125394347658574
2001-04-02,853887.2133838069,0.01889948869873145
2001-04-03,880782.0830794412,0.03149698142106463
2001-04-04,886601.7850025304,0.0066074254175813
2001-04-05,873739.1745207276,-0.014507765153852227
2001-04-06,879257.3642167378,0.006315602936124632
2001-04-09,874853.1101898376,-0.005009061289834701
2001-04-10,881928.394378504,0.008087396736957445
2001-04-11,884861.7597484434,0.00332608110662613
2001-04-12,896394.0687595328,0.013032893425485966
2001-04-16,889600.9547124528,-0.007578267509601516
2001-04-17,896171.9138716948,0.007386411991167206
2001-04-18,944400.1660879533,0.05381584880059433
2001-04-19,979709.0105665773,0.037387588171321436
2001-04-20,980241.5234031033,0.0005435418382220679
2001-04-23,959716.2712251109,-0.020938974413912764
2001-04-24,956645.507157585,-0.0031996582319126026
2001-04-25,959519.3086675762,0.003004040147044662
2001-04-26,961330.7399504683,0.0018878528722964768
2001-04-27,969077.7389380723,0.008058619854393935
2001-04-30,975551.7843479303,0.006680625454209988
2001-05-01,987723.759670383,0.012477016102828843
2001-05-02,993568.0015560453,0.0059168789132020404
2001-05-03,982181.186492456,-0.01146052916937356
2001-05-04,988386.1199618608,0.0063175038931093976
2001-05-07,986857.8011149034,-0.001546277123981087
2001-05-08,988385.3806759893,0.0015479226686561124
2001-05-09,985936.9856688969,-0.0024771663512646418
2001-05-10,988613.6424512955,0.0027148355536966793
2001-05-11,989593.0841482424,0.0009907224166139225
2001-05-14,992898.0782096534,0.0033397505645016844
2001-05-15,991037.9868111799,-0.0018733961111371106
2001-05-16,992049.6628076178,0.0010208246403281018
2001-05-17,993102.962726013,0.0010617411182968059
2001-05-18,993916.7562799127,0.0008194452986684133
2001-05-21,1036633.6938659694,0.04297838558023728
2001-05-22,1035386.8892433522,-0.0012027436788856435
2001-05-23,1021149.2721920758,-0.013751011529304757
2001-05-24,1030910.1875088781,0.009558754613660545
2001-05-25,1023258.909826647,-0.007421866400136966
2001-05-29,1028557.5029800837,0.005178154915195666
2001-05-30,1036588.0361381939,0.007807568497476383
2001-05-31,1035170.3751661594,-0.0013676223558551082
2001-06-01,1028930.2723612117,-0.006028092529160726
2001-06-04,1029976.8188728748,0.0010171209262427113
2001-06-05,1036794.4509615691,0.006619209251869294
2001-06-06,1036840.1029224212,4.403183370609454e-05
2001-06-07,1042556.8702908513,0.005513644150449916
2001-06-08,1036264.9142297007,-0.006035120232237595
2001-06-11,1036771.6634782228,0.0004890151558385085
2001-06-12,1036923.3781087162,0.00014633369703059764
2001-06-13,1042536.9628286284,0.005413692890356993
2001-06-14,1062085.8606223466,0.01875127548540612
2001-06-15,1060359.7999727991,-0.0016251611226008752
2001-06-18,1063075.7332060828,0.0025613317605527484
2001-06-19,1063982.1652636828,0.0008526505020166737
2001-06-20,1060907.2979185046,-0.0028899613598469044
2001-06-21,1059021.5948713168,-0.0017774437511057846
2001-06-22,1059320.5497426493,0.00028229346104022724
2001-06-25,1058781.391120064,-0.0005089664528043829
2001-06-26,1058093.1502059298,-0.0006500311772633224
2001-06-27,1056818.0631056675,-0.0012050801954573088
2001-06-28,1058440.5262333606,0.0015352340997326472
2001-06-29,1067001.9544960377,0.008088719252979087
2001-07-02,1065202.5701371208,-0.001686392748705637
2001-07-03,1067021.699796093,0.0017077781353250765
2001-07-05,1070882.4204763812,0.003618221336104013
2001-07-06,1080938.2010932032,0.009390181801984115
2001-07-09,1077739.3745620316,-0.002959305654973039
2001-07-10,1093088.8724228356,0.01424230961872552
2001-07-11,1088622.1669130097,-0.004086315049503174
2001-07-12,1099282.8329225609,0.009792806295485722
2001-07-13,1097563.0060491746,-0.0015644989823174055
2001-07-16,1103227.4259440145,0.005160906356738061
2001-07-17,1107065.992706289,0.0034793975131555336
2001-07-18,1122522.0936946007,0.013961318557467566
2001-07-19,1115174.909278847,-0.006545247044155352
2001-07-20,1124557.454058647,0.008413518544698323
2001-07-23,1133079.958362523,0.0075785405833357
2001-07-24,1137428.2437511357,0.003837580354784982
2001-07-25,1134108.8878151078,-0.0029182992019619472
2001-07-26,1128400.6678418661,-0.0050332203852478
2001-07-27,1126420.6545195042,-0.0017547076838840265
2001-07-30,1128095.128714284,0.0014865442923665435
2001-07-31,1128054.4730395295,-3.603922552234128e-05
2001-08-01,1134051.618436259,0.00531636152336717
2001-08-02,1140583.3166519045,0.005759612798447488
2001-08-03,1134701.0358571843,-0.005157256562359043
2001-08-06,1129175.757434499,-0.004869369329967547
2001-08-07,1128504.9001222819,-0.000594112393752827
2001-08-08,1146033.3555641833,0.01553245842353189
2001-08-09,1143715.8773898073,-0.0020221734063186033
2001-08-10,1149744.0337718618,0.005270676486377008
2001-08-13,1136998.8616516134,-0.011085225707531267
2001-08-14,1144791.026328077,0.006853273947121496
2001-08-15,1179535.6294544686,0.030350170753726965
2001-08-16,1172257.2503780792,-0.006170546183293846
2001-08-17,1229861.6613806037,0.04913973531317109
2001-08-20,1221398.9930282033,-0.0068809920807683085
2001-08-21,1255144.7775469185,0.027628796741554218
2001-08-22,1246042.8052051838,-0.007251731038967389
2001-08-23,1248276.768226704,0.001792846130316075
2001-08-24,1251267.8979479952,0.0023962071532743915
2001-08-27,1251330.1644425194,4.976272037870012e-05
2001-08-28,1257218.027377842,0.0047052833078196216
2001-08-29,1259857.7214598802,0.002099631109763688
2001-08-30,1278505.6497553429,0.014801614482192483
2001-08-31,1274831.5509277098,-0.0028737446943125364
2001-09-04,1290543.0858940156,0.012324400784458464
2001-09-05,1292175.6111388868,0.0012649908884989015
2001-09-06,1317130.38236379,0.01931221345596261
2001-09-07,1320024.1514050819,0.0021970255033512457
2001-09-10,1316862.4840835948,-0.002395158693211551
2001-09-17,1370386.1524134714,0.04064484255326306
2001-09-18,1382878.1780683221,0.009115697522811527
2001-09-19,1392256.4311865687,0.00678169145119247
2001-09-20,1403482.7666831252,0.0080634107662112
2001-09-21,1416454.0403566274,0.009242203738744624
2001-09-24,1401291.2352523191,-0.010704763213136567
2001-09-25,1400570.4980207065,-0.0005143379288195145
2001-09-26,1411663.3512337252,0.007920239094494174
2001-09-27,1413685.9274940721,0.0014327610464485486
2001-09-28,1409925.3535109588,-0.002660119839899257
2001-10-01,1411792.4135184442,0.0013242261392321156
2001-10-02,1411116.636215691,-0.0004786661950314859
2001-10-03,1414888.4362150193,0.0026729186677604527
2001-10-04,1415314.9563630319,0.00030145143397554766
2001-10-05,1415931.8264963636,0.00043585361022181214
2001-10-08,1416117.9586144702,0.00013145556489622249
2001-10-09,1415680.252582301,-0.0003090886811417323
2001-10-10,1422699.0171686802,0.004957874190571401
2001-10-11,1451129.6508399479,0.01998358987261229
2001-10-12,1449241.776351357,-0.001300968860706597
2001-10-15,1447349.9695793337,-0.001305376923915485
2001-10-16,1454426.7920262583,0.004889503296138981
2001-10-17,1436914.2859788986,-0.012040830204290944
2001-10-18,1443242.9265930788,0.004404327158504611
2001-10-19,1444806.0120084295,0.001083036948630964
2001-10-22,1451181.0656094898,0.004412394154007136
2001-10-23,1453441.3981499386,0.0015575813342766339
2001-10-24,1463155.0828774394,0.006683231081669464
2001-10-25,1494673.2161471164,0.021541211617632224
2001-10-26,1484525.8708881189,-0.006789005883944788
2001-10-29,1494959.261345036,0.007028096082067929
2001-10-30,1499639.6892074102,0.0031308062924491056
2001-10-31,1495916.3938661818,-0.002482793278961767
2001-11-01,1499976.3718355594,0.0027140406950717077
2001-11-02,1502349.0622921626,0.001581818554714727
2001-11-05,1521144.6478577266,0.012510797947906478
2001-11-06,1563830.3611793139,0.028061574145300867
2001-11-07,1562826.6514413161,-0.0006418277601675615
2001-11-08,1556409.3506224148,-0.004106214091615891
2001-11-09,1556078.7679748547,-0.00021240083621191613
2001-11-12,1558882.9004245275,0.0018020504536040204
2001-11-13,1586302.3341170484,0.017589155468350902
2001-11-14,1593691.131603262,0.00465787468586564
2001-11-15,1590969.4007066158,-0.0017078158011131956
2001-11-16,1589197.0058005012,-0.0011140345661753788
2001-11-19,1621946.191708826,0.020607379568921672
2001-11-20,1610234.9527749466,-0.007220485484503622
2001-11-21,1608895.4863398573,-0.0008318453358504548
2001-11-23,1617859.625335713,0.0055716105066888994
2001-11-26,1633588.6068323876,0.00972209285055299
2001-11-27,1632466.839603971,-0.0006866889397520379
2001-11-28,1628786.0634610765,-0.0022547325639934246
2001-11-29,1643853.404137901,0.009250656679126543
2001-11-30,1640140.9221804535,-0.0022584020862823784
2001-12-03,1638232.5220874506,-0.0011635586108454357
2001-12-04,1672140.5143691862,0.02069791181933677
2001-12-05,1734728.4138342065,0.03742980863580792
2001-12-06,1735759.4062943535,0.0005943249974606986
2001-12-07,1718750.625466003,-0.009799042866581524
2001-12-10,1708166.489115158,-0.006158040726807165
2001-12-11,1711523.6736772095,0.0019653731550432546
2001-12-12,1716330.3254684121,0.00280840508672333
2001-12-13,1712392.0026355018,-0.0022946182179910306
2001-12-14,1712128.4604176225,-0.00015390297167570542
2001-12-17,1711987.016203063,-8.261308530839603e-05
2001-12-18,1716862.745140331,0.0028479941092553708
2001-12-19,1718938.878151064,0.0012092597481130915
2001-12-20,1734666.4825522834,0.009149600722357418
2001-12-21,1728418.849349933,-0.0036016336657164827
2001-12-24,1729868.4206571197,0.0008386689995495411
2001-12-26,1729461.6058565741,-0.00023517095039575302
2001-12-27,1729177.8525139275,-0.00016407033361460653
2001-12-28,1731964.6771948598,0.0016116472211813474
2001-12-31,1745201.2580484485,0.007642523561754837
2002-01-02,1753686.4932088656,0.004862038186876926
2002-01-03,1764665.5402701155,0.006260552900285229
2002-01-04,1766842.20836187,0.0012334734498306568
2002-01-07,1761647.1053939736,-0.0029403321605685597
2002-01-08,1767701.6335159163,0.0034368563961557157
2002-01-09,1759698.5081404415,-0.004527418668249339
2002-01-10,1764426.8970014523,0.0026870448767997114
2002-01-11,1754303.0418703153,-0.0057377583329419985
2002-01-14,1758431.7751329239,0.002353489200022633
2002-01-15,1762228.9725361648,0.0021594226497379117
2002-01-16,1779203.0786976388,0.009632179714447114
2002-01-17,1768914.918119322,-0.005782454347958816
2002-01-18,1784333.1224006235,0.00871619325687736
2002-01-22,1828224.1277294727,0.02459798833403849
2002-01-23,1815441.0515245916,-0.006992072804966635
2002-01-24,1811485.0784132413,-0.0021790699885451863
2002-01-25,1812823.9393079998,0.0007390957346064535
2002-01-28,1810114.944666389,-0.0014943506552792382
2002-01-29,1818456.8117960023,0.004608473707260046
2002-01-30,1813846.2386653956,-0.0025354317466868698
2002-01-31,1810060.42223099,-0.0020871760536831513
2002-02-01,1815874.8890199298,0.0032123053559579553
2002-02-04,1834937.5057160454,0.010497758855184213
2002-02-05,1852051.9783270825,0.009327005719662714
2002-02-06,1858141.6542871557,0.003288069682349839
2002-02-07,1888041.7814366561,0.016091414279699276
2002-02-08,1872653.6733917592,-0.008150300589845925
2002-02-11,1862085.9742135499,-0.005643167943098181
2002-02-12,1868970.6263869964,0.0036972794321991327
2002-02-13,1870143.02624786,0.0006272971037165166
2002-02-14,1869983.1911183167,-8.546679441086441e-05
2002-02-15,1888440.1942536256,0.009870143872400622
2002-02-19,1946936.392516619,0.030975933704965923
2002-02-20,1934848.393880793,-0.006208728072621386
2002-02-21,2002195.6109558877,0.03480749049284135
2002-02-22,1997993.5639086366,-0.002098719537820253
2002-02-25,1983418.5857643196,-0.00729480735453634
2002-02-26,1985512.7103660486,0.0010558157601018442
2002-02-27,1993810.744079017,0.00417929014991746
2002-02-28,2004479.2382998557,0.005350805863856799
2002-03-01,2010061.9856612855,0.002785136036711944
2002-03-04,2033596.8774191241,0.011708540296629665
2002-03-05,2038057.4139118171,0.002193422178319784
2002-03-06,2041021.0303748988,0.001454137868173826
2002-03-07,2042334.8043879191,0.0006436847016608159
2002-03-08,2070857.0290802375,0.01396549901173833
2002-03-11,2068405.272989657,-0.0011839330558080282
2002-03-12,2059749.9484025787,-0.0041845399932519
2002-03-13,2051397.3878678465,-0.004055133265671364
2002-03-14,2049401.2281296442,-0.0009730731597923016
2002-03-15,2052767.4452673588,0.0016425368988319466
2002-03-18,2054669.3510784,0.0009265081709210778
2002-03-19,2054154.6917825039,-0.00025048278236399
2002-03-20,2069731.6617571546,0.007583153321882482
2002-03-21,2060940.5098351133,-0.004247483905511632
2002-03-22,2064070.4990104327,0.001518718837532121
2002-03-25,2074352.2838321144,0.004981314749961762
2002-03-26,2071357.0202215968,-0.0014439512679997925
2002-03-27,2073897.0328487381,0.0012262553496785837
2002-03-28,2069812.59262973,-0.0019694517877764015
2002-04-01,2068005.3092785124,-0.000873162796309628
2002-04-02,2158301.5324944803,0.0436634387788253
2002-04-03,2159967.685513868,0.0007719741631569868
2002-04-04,2168821.281314379,0.0040989482666287744
2002-04-05,2177503.0285576996,0.004002979553049523
2002-04-08,2163435.352595283,-0.0064604621798089925
2002-04-09,2190361.1206137133,0.012445838969086742
2002-04-10,2182263.5715116006,-0.003696901404022213
2002-04-11,2210477.5280901366,0.012928757528126167
2002-04-12,2193496.164070922,-0.007682215179037128
2002-04-15,2184937.369489901,-0.003901896306550571
2002-04-16,2194998.2653802373,0.004604660998903328
2002-04-17,2193716.9375361167,-0.0005837489096595756
2002-04-18,2195631.0356594985,0.0008725365112656923
2002-04-19,2195598.2615264356,-1.4926976586925625e-05
2002-04-22,2217369.0733819543,0.009915662731661633
2002-04-23,2238651.839734335,0.009598206544804002
2002-04-24,2270243.3165808357,0.01411183118597385
2002-04-25,2272015.105396645,0.0007804400536581533
2002-04-26,2347360.2586285225,0.03316225893609279
2002-04-29,2344429.8283634987,-0.001248393915783425
2002-04-30,2321770.514788125,-0.009665170311875235
2002-05-01,2328043.895668546,0.0027019814578849036
2002-05-02,2377018.494689789,0.021036802232278592
2002-05-03,2421241.3286489123,0.018604328934720648
2002-05-06,2465440.6018372304,0.01825479875357238
2002-05-07,2480865.390131377,0.00625640231715672
2002-05-08,2500933.525175391,0.008089167241335635
2002-05-09,2500749.8372877184,-7.344772894744053e-05
2002-05-10,2520447.406913825,0.007876665363485653
2002-05-13,2519634.235167812,-0.0003226299203000165
2002-05-14,2536569.384585039,0.006721272945435841
2002-05-15,2538712.1043339716,0.0008447313769352776
2002-05-16,2539153.371249333,0.00017381526428637242
2002-05-17,2539771.163789314,0.0002433065079787638
2002-05-20,2533402.428590022,-0.0025076019800894635
2002-05-21,2535519.235263939,0.0008355587924082516
2002-05-22,2534980.08498276,-0.00021263900256829807
2002-05-23,2538411.206567703,0.0013535102722379035
2002-05-24,2548924.4185596565,0.004141650479935071
2002-05-28,2551792.716189184,0.0011252972464160045
2002-05-29,2569174.41895636,0.006811565319119493
2002-05-30,2564620.475218598,-0.0017725319480691162
2002-05-31,2573291.771964795,0.0033811227937959177
2002-06-03,2600434.1846943647,0.010547740067907513
2002-06-04,2590789.0025033066,-0.0037090660659006964
2002-06-05,2581775.598582057,-0.0034790189060322704
2002-06-06,2605127.011435829,0.009044710495597253
2002-06-07,2622273.9960304205,0.006582014818978452
2002-06-10,2623724.1304891543,0.0005530064596334743
2002-06-11,2652560.503362027,0.01099062684898085
2002-06-12,2639806.1265899474,-0.004808326428714438
2002-06-13,2645412.193579689,0.0021236661788430634
2002-06-14,2647265.0144844446,0.0007003902489192238
2002-06-17,2625940.309111757,-0.008055372339380522
2002-06-18,2630334.1069860756,0.0016732283894925508
2002-06-19,2658034.2582365624,0.010531039071012228
2002-06-20,2677290.6679359316,0.007244605534973312
2002-06-21,2695474.715496592,0.006791958668678805
2002-06-24,2684490.599421301,-0.004075021001733812
2002-06-25,2703251.505076988,0.006988627808840683
2002-06-26,2699209.2438512538,-0.0014953330158672155
2002-06-27,2687272.107662658,-0.004422456767954566
2002-06-28,2690783.223211262,0.0013065723930940712
2002-07-01,2717638.125168753,0.009980329045400187
2002-07-02,2759407.084841629,0.015369581139609014
2002-07-03,2742466.3489939873,-0.006139266634743086
