date,portfolio_sharpe,portfolio_return,portfolio_max_dd,bh_sharpe,equal_weight_sharpe,gate_passed
2025-12-25T11:30:14.866395,8.781577057373578,1.1460295961911955,-0.026718930502612575,0.04931505340608808,7.6748742748527174,True
