date,close,rules_regime,threshold_regime,hybrid_regime
2017-05-30,133.2006072998047,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-05-31,133.15342712402344,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-06-01,133.67178344726562,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-06-02,135.198486328125,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-06-05,135.17019653320312,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-06-06,134.63302612304688,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-06-07,135.16075134277344,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-06-08,135.30215454101562,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-06-09,131.91885375976562,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2017-06-12,131.2120819091797,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2017-06-13,132.27699279785156,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2017-06-14,131.70211791992188,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2017-06-15,131.11785888671875,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
