date,close,rules_regime,threshold_regime,hybrid_regime
2017-08-25,134.15879821777344,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-08-28,134.5745849609375,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-08-29,135.10374450683594,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-08-30,136.69139099121094,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2017-08-31,138.1560516357422,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2017-09-01,137.9670867919922,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2017-09-05,136.72914123535156,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2017-09-06,137.1448974609375,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2017-09-07,137.4662322998047,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2017-09-08,136.27552795410156,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-09-11,137.84422302246094,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-09-12,138.17494201660156,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-09-13,138.36398315429688,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-09-14,137.55125427246094,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-09-15,138.02378845214844,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-09-18,137.84288024902344,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-09-19,138.0796661376953,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-09-20,137.65341186523438,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-09-21,136.81060791015625,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-09-22,136.6780242919922,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-09-25,135.2384796142578,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-09-26,135.58888244628906,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-09-27,136.81060791015625,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-09-28,136.7632293701172,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-09-29,137.74815368652344,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-10-02,137.8712615966797,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-10-03,138.1648406982422,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-10-04,138.29745483398438,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-10-05,139.65176391601562,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-10-06,139.8411865234375,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-10-09,139.68016052246094,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-10-10,139.78431701660156,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-10-11,140.2010040283203,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-10-12,139.94534301757812,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-10-13,140.485107421875,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-10-16,140.9681396484375,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-10-17,141.14805603027344,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-10-18,140.9776153564453,BULL_NORMAL_VOL,BULL_LOW_VOL,BULL_NORMAL_VOL
2017-10-19,140.45668029785156,BULL_NORMAL_VOL,BULL_LOW_VOL,BULL_NORMAL_VOL
2017-10-20,140.8355712890625,BULL_NORMAL_VOL,BULL_LOW_VOL,BULL_NORMAL_VOL
2017-10-23,139.9169464111328,BULL_NORMAL_VOL,BULL_LOW_VOL,BULL_NORMAL_VOL
2017-10-24,140.1536865234375,BULL_NORMAL_VOL,BULL_LOW_VOL,BULL_NORMAL_VOL
2017-10-25,139.62335205078125,BULL_LOW_VOL,BULL_LOW_VOL,BULL_LOW_VOL
2017-10-26,139.1781768798828,BULL_NORMAL_VOL,BULL_LOW_VOL,BULL_NORMAL_VOL
2017-10-27,143.2315673828125,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-10-30,143.55355834960938,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-10-31,144.0933837890625,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-01,144.0460662841797,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-02,143.77139282226562,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-03,145.154052734375,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-06,145.6465606689453,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-07,145.73171997070312,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-08,146.3189239501953,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-09,145.55186462402344,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-10,145.5424041748047,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-13,145.72227478027344,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-14,145.19198608398438,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-15,144.5100860595703,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-16,146.3568115234375,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-17,145.79808044433594,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-20,145.6844482421875,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-21,147.26602172851562,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-22,147.44593811035156,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-24,147.98574829101562,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-27,147.91944885253906,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-28,148.29830932617188,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-29,145.71287536621094,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-11-30,146.9345703125,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-01,146.30946350097656,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-04,144.62376403808594,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-05,144.71841430664062,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-06,145.3719024658203,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-07,145.8643341064453,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-08,146.50833129882812,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-11,147.6448211669922,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-12,147.44593811035156,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-13,147.73007202148438,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-14,147.62588500976562,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-15,149.30218505859375,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-18,150.55392456054688,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-19,149.66180419921875,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-20,149.5005340576172,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-21,149.5194854736328,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-22,149.34864807128906,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-26,148.54197692871094,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-27,148.56094360351562,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-28,148.7412567138672,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2017-12-29,147.82070922851562,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-02,150.41160583496094,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-03,151.873046875,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-04,152.13880920410156,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-05,153.66668701171875,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-08,154.26466369628906,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-09,154.2740936279297,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-10,153.91348266601562,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-11,154.96688842773438,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-12,156.1057586669922,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-16,155.65969848632812,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-17,157.3394775390625,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-18,157.3679656982422,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-19,157.86146545410156,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-22,159.55072021484375,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-23,160.86984252929688,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-24,159.82591247558594,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-25,159.7689971923828,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-26,162.21746826171875,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-29,161.42977905273438,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-30,160.1011199951172,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-01-31,160.76544189453125,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-02-01,159.39891052246094,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-02-02,156.21961975097656,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-02-05,150.06048583984375,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-02-06,154.0368194580078,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-02-07,152.04391479492188,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-02-08,145.6284637451172,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-02-09,148.14337158203125,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-02-12,150.7721710205078,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-02-13,151.5503692626953,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-02-14,154.3879852294922,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-02-15,157.25404357910156,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-02-16,156.55178833007812,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-02-20,156.8649444580078,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-02-21,156.41893005371094,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-02-22,156.39990234375,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-02-23,159.59812927246094,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-02-26,161.71449279785156,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-02-27,159.71202087402344,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-02-28,158.6871337890625,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-03-01,156.0962371826172,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-03-02,157.529296875,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-03-05,159.2754669189453,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-03-06,159.9492950439453,BULL_HIGH_VOL,BULL_HIGH_VOL,BULL_HIGH_VOL
2018-03-07,160.3193817138672,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-03-08,161.20201110839844,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-03-09,164.33383178710938,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-03-12,165.20687866210938,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-03-13,162.95774841308594,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-03-14,162.92926025390625,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-03-15,162.78688049316406,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-03-16,162.3029022216797,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-03-19,158.83995056152344,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-03-20,159.3627166748047,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-03-21,158.66885375976562,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-03-22,154.75254821777344,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-03-23,150.67459106445312,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-03-26,156.27346801757812,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-03-27,151.21646118164062,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-03-28,149.4768524169922,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-03-29,152.2145538330078,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-02,147.82290649414062,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-03,149.48638916015625,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-04,151.8438262939453,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-05,152.70880126953125,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-06,148.8875274658203,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-09,149.93313598632812,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-10,153.2411346435547,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-11,152.3571014404297,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-12,154.1916961669922,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-13,153.3931884765625,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-16,154.5624542236328,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-17,157.889404296875,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-18,158.2126007080078,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-19,156.7582244873047,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-20,154.2772216796875,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-23,153.88754272460938,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-24,150.6270294189453,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-25,150.80767822265625,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-26,153.98260498046875,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-27,154.07763671875,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-04-30,152.9844970703125,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-05-01,154.73350524902344,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-05-02,153.8209991455078,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-05-03,153.802001953125,BULL_NORMAL_VOL,BULL_HIGH_VOL,BULL_NORMAL_VOL
2018-05-04,156.72018432617188,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-05-07,158.0225067138672,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-05-08,157.86090087890625,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-05-09,159.58143615722656,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-05-10,161.23541259765625,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-05-11,161.08334350585938,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-05-14,161.3589324951172,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-05-15,159.57191467285156,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-05-16,160.62710571289062,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-05-17,160.0091552734375,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-05-18,159.18222045898438,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-05-21,160.07568359375,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-05-22,159.8665771484375,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-05-23,161.2163848876953,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-05-24,161.1688690185547,BULL_LOW_VOL,BULL_NORMAL_VOL,BULL_LOW_VOL
2018-05-25,161.33041381835938,BULL_LOW_VOL,BULL_NORMAL_VOL,BULL_LOW_VOL
2018-05-29,160.6175537109375,BULL_LOW_VOL,BULL_NORMAL_VOL,BULL_LOW_VOL
2018-05-30,161.76771545410156,BULL_LOW_VOL,BULL_NORMAL_VOL,BULL_LOW_VOL
2018-05-31,161.66317749023438,BULL_LOW_VOL,BULL_NORMAL_VOL,BULL_LOW_VOL
2018-06-01,164.2011260986328,BULL_LOW_VOL,BULL_NORMAL_VOL,BULL_LOW_VOL
2018-06-04,165.6841278076172,BULL_LOW_VOL,BULL_NORMAL_VOL,BULL_LOW_VOL
2018-06-05,166.1973876953125,BULL_LOW_VOL,BULL_NORMAL_VOL,BULL_LOW_VOL
2018-06-06,167.1669464111328,BULL_LOW_VOL,BULL_NORMAL_VOL,BULL_LOW_VOL
2018-06-07,165.80763244628906,BULL_LOW_VOL,BULL_NORMAL_VOL,BULL_LOW_VOL
2018-06-08,165.81715393066406,BULL_LOW_VOL,BULL_NORMAL_VOL,BULL_LOW_VOL
2018-06-11,166.26393127441406,BULL_LOW_VOL,BULL_NORMAL_VOL,BULL_LOW_VOL
2018-06-12,167.138427734375,BULL_LOW_VOL,BULL_NORMAL_VOL,BULL_LOW_VOL
2018-06-13,167.1289825439453,BULL_LOW_VOL,BULL_LOW_VOL,BULL_LOW_VOL
2018-06-14,168.82093811035156,BULL_LOW_VOL,BULL_LOW_VOL,BULL_LOW_VOL
2018-06-15,168.23159790039062,BULL_LOW_VOL,BULL_LOW_VOL,BULL_LOW_VOL
2018-06-18,168.13436889648438,BULL_LOW_VOL,BULL_LOW_VOL,BULL_LOW_VOL
2018-06-19,167.65814208984375,BULL_LOW_VOL,BULL_LOW_VOL,BULL_LOW_VOL
2018-06-20,168.84886169433594,BULL_LOW_VOL,BULL_LOW_VOL,BULL_LOW_VOL
2018-06-21,167.3818817138672,BULL_LOW_VOL,BULL_LOW_VOL,BULL_LOW_VOL
2018-06-22,167.0103759765625,BULL_LOW_VOL,BULL_LOW_VOL,BULL_LOW_VOL
2018-06-25,163.24757385253906,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-06-26,163.9143524169922,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-06-27,161.68527221679688,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-06-28,163.0760955810547,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-06-29,163.5143280029297,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-02,164.60977172851562,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-03,162.70460510253906,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-05,164.7240753173828,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-06,167.28659057617188,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-09,168.7917022705078,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-10,168.91551208496094,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-11,168.05819702148438,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-12,170.9541015625,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-13,171.09701538085938,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-16,170.68740844726562,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-17,171.7257537841797,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-18,171.40182495117188,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-19,170.54452514648438,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-20,170.50643920898438,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-23,171.04937744140625,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-24,171.75433349609375,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-25,174.15489196777344,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-26,171.51614379882812,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-27,169.20127868652344,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-30,166.81028747558594,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-07-31,168.0867919921875,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-08-01,168.7250213623047,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-08-02,171.0207977294922,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-08-03,171.54478454589844,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-08-06,172.5545196533203,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-08-07,173.18324279785156,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-08-08,173.39276123046875,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-08-09,173.28802490234375,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-08-10,171.9639129638672,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-08-13,171.77340698242188,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-08-14,172.84979248046875,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-08-15,170.73500061035156,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-08-16,171.29710388183594,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-08-17,171.335205078125,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-08-20,171.1827850341797,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
2018-08-21,171.81143188476562,BULL_NORMAL_VOL,BULL_NORMAL_VOL,BULL_NORMAL_VOL
